genome_id,cluster_id,split
573.13680,hc10_22593,calibration
573.13702,hc10_1684,train
573.13712,hc10_22219,train
573.13713,hc10_22219,train
573.13714,hc10_21426,calibration
573.13729,hc10_21435,train
573.13737,hc10_5641,train
573.13748,hc10_21444,train
573.13758,hc10_22271,train
573.13775,hc10_21325,train
573.13848,hc10_21481,test
573.13850,hc10_22239,test
573.13871,hc10_21422,test
573.13875,hc10_21376,train
573.13876,hc10_17196,test
573.13880,hc10_12669,test
573.13881,hc10_17198,test
573.13889,hc10_12682,test
573.13915,hc10_22061,test
573.13939,hc10_21325,test
573.13979,hc10_12676,train
573.14023,hc10_5641,train
573.14078,hc10_1684,train
573.14089,hc10_1684,train
573.14099,hc10_21645,train
573.14120,hc10_22110,calibration
573.14128,hc10_21938,train
573.14161,hc10_21339,calibration
573.14182,hc10_5641,train
573.14183,hc10_21804,train
573.14223,hc10_21946,train
573.14228,hc10_21617,train
573.14235,hc10_22147,train
573.14287,hc10_21647,train
573.14296,hc10_1684,train
573.14299,hc10_22308,train
573.14304,hc10_22408,calibration
573.14383,hc10_1684,train
573.14392,hc10_12720,train
573.14407,hc10_17439,train
573.14426,hc10_1684,train
573.14430,hc10_12672,train
573.14458,hc10_12669,train
573.14459,hc10_22219,train
573.14466,hc10_12665,train
573.14474,hc10_21647,train
573.14477,hc10_17456,train
573.14489,hc10_22219,train
573.14526,hc10_21645,train
573.14532,hc10_21647,train
573.14535,hc10_1684,train
573.14542,hc10_21938,train
573.15516,hc10_12399,train
573.15517,hc10_5227,train
573.15550,hc10_4892,train
573.15560,hc10_4895,train
573.15576,hc10_4905,train
573.15598,hc10_5243,train
573.15628,hc10_4929,train
573.22561,hc10_823,test
573.23210,hc10_838,test
573.23218,hc10_547,test
573.24273,hc10_3712,test
573.24295,hc10_3729,test
573.24301,hc10_3720,test
573.24322,hc10_13961,train
573.24333,hc10_595,train
573.24338,hc10_875,train
573.24360,hc10_14176,calibration
573.24397,hc10_13974,train
573.24410,hc10_889,train
573.24427,hc10_18034,train
573.24440,hc10_6161,train
573.24452,hc10_6161,train
573.26101,hc10_18362,test
573.26112,mlst_MLST.klebsiella.1569,test
573.26126,hc10_18370,test
573.26182,hc10_18153,test
573.26183,hc10_18153,test
573.26185,hc10_18153,test
573.26190,hc10_6070,test
573.26238,hc10_14111,test
573.26261,hc10_17558,test
573.26277,hc10_17562,test
573.26295,hc10_18396,test
573.26298,hc10_6269,test
573.31079,hc10_17888,calibration
573.33393,hc10_19173,calibration
573.33395,hc10_19216,train
573.33416,hc10_6194,train
573.33420,mlst_MLST.klebsiella.15,train
573.46075,hc10_13302,train
573.46114,hc10_13302,train
573.5645,hc10_5264,train
573.5811,hc10_5310,test
573.5818,hc10_5313,test
573.66179,hc10_1684,train
573.66180,hc10_19518,train
573.66182,hc10_1684,train
573.66187,hc10_1684,test
573.66190,hc10_1684,test
573.66206,hc10_19865,train
573.66589,hc10_19541,test
573.66601,hc10_19550,test
573.66609,hc10_19880,test
573.66614,hc10_19883,test
573.66616,hc10_19884,test
573.66623,hc10_19558,test
573.66625,hc10_19886,test
573.66626,hc10_19559,test
573.66688,hc10_19915,test
573.66707,hc10_19919,test
573.66712,hc10_19603,test
573.66737,hc10_19940,test
573.66743,hc10_19329,test
573.66751,hc10_19610,calibration
573.66775,hc10_19621,train
573.66777,hc10_19958,calibration
573.66780,hc10_19336,train
573.66789,hc10_19629,train
573.66794,hc10_19959,train
573.66801,hc10_19341,train
573.66808,hc10_19966,calibration
573.66826,hc10_19647,train
573.66828,hc10_19649,calibration
573.66872,hc10_19981,train
573.66882,hc10_19362,train
573.66893,hc10_19674,train
573.66914,hc10_19377,calibration
573.66917,hc10_19374,train
573.66918,hc10_19679,train
573.66946,hc10_19690,train
573.66962,hc10_20012,train
573.66981,hc10_19614,train
573.67000,hc10_20020,train
573.67016,hc10_19415,train
573.67027,hc10_19422,train
573.67029,hc10_20025,train
573.67043,hc10_20033,train
573.67044,hc10_20034,train
573.67047,hc10_20036,train
573.67075,hc10_20047,train
573.67123,hc10_20069,train
573.67126,hc10_20071,train
573.67134,hc10_19723,train
573.67141,hc10_2311,train
573.67142,hc10_19478,train
573.67143,hc10_19479,train
573.67164,hc10_19494,test
573.13042,hc10_21325,train
573.13081,hc10_5684,train
573.13092,hc10_1684,train
573.13095,hc10_21340,train
573.13131,hc10_21946,train
573.13132,hc10_21938,train
573.13175,hc10_21389,train
573.13201,hc10_21617,train
573.13211,hc10_21617,train
573.13238,hc10_22239,train
573.13246,hc10_22219,train
573.13247,hc10_22248,train
573.13264,hc10_1684,train
573.13266,hc10_21339,calibration
573.13269,hc10_22231,train
573.13274,hc10_1684,train
573.13285,hc10_22219,train
573.13316,hc10_21647,train
573.13360,hc10_22219,train
573.13362,hc10_21938,train
573.13364,hc10_21714,train
573.13365,hc10_5705,train
573.13372,hc10_5708,train
573.13380,hc10_21988,train
573.13386,hc10_21992,train
573.13395,hc10_21720,train
573.13418,hc10_5642,train
573.13459,hc10_22291,train
573.13474,hc10_21742,train
573.13487,hc10_22259,train
573.13509,hc10_22324,train
573.13510,hc10_21946,train
573.13525,hc10_17151,train
573.13535,hc10_12660,train
573.13539,hc10_22219,train
573.13563,hc10_12665,train
573.13565,hc10_17148,train
573.13571,hc10_17166,train
573.13589,hc10_22346,calibration
573.13600,hc10_21938,train
573.13611,hc10_22292,calibration
573.13621,hc10_22229,train
573.13638,hc10_22219,train
573.13649,hc10_17187,train
573.13681,hc10_22594,train
573.13695,hc10_12700,train
573.13698,hc10_22606,train
573.13709,hc10_21340,train
573.13761,hc10_22219,train
573.13788,hc10_22593,test
573.13801,hc10_21762,test
573.13830,hc10_1684,test
573.13834,hc10_22040,test
573.13855,hc10_1684,test
573.13861,hc10_21938,test
573.13867,hc10_21482,test
573.13884,hc10_17180,train
573.13904,hc10_5641,test
573.13919,hc10_21937,test
573.13926,hc10_17164,test
573.13927,hc10_17204,test
573.13935,hc10_17211,test
573.13938,hc10_21506,test
573.13976,hc10_1684,train
573.13980,hc10_12743,calibration
573.13981,hc10_12665,train
573.14008,hc10_1684,train
573.14057,hc10_22033,calibration
573.14072,hc10_22092,train
573.14080,hc10_1684,train
573.14083,hc10_1684,train
573.14131,hc10_1684,train
573.14137,hc10_21325,train
573.14141,hc10_21376,train
573.14143,hc10_1684,train
573.14148,hc10_21325,train
573.14158,hc10_21325,train
573.14164,hc10_22004,train
573.14177,hc10_21946,train
573.14186,hc10_21591,train
573.14204,hc10_21647,train
573.14220,hc10_21944,train
573.14231,hc10_22143,train
573.14233,hc10_21946,train
573.14261,hc10_21617,train
573.14301,hc10_21850,train
573.14327,hc10_22420,calibration
573.14337,hc10_21864,train
573.14339,hc10_21645,train
573.14341,hc10_21864,train
573.14352,hc10_21870,train
573.14353,hc10_21938,train
573.14369,hc10_21878,train
573.14382,hc10_12665,train
573.14410,hc10_17442,train
573.14425,hc10_21617,train
573.14427,hc10_22444,train
573.14455,hc10_1684,train
573.14462,hc10_17428,train
573.14470,hc10_22219,train
573.14514,hc10_21924,calibration
573.14524,hc10_21946,train
573.14541,hc10_1684,train
573.14545,hc10_21938,train
573.15360,hc10_26475,train
573.15364,hc10_26476,train
573.15527,hc10_12830,train
573.15565,hc10_4898,train
573.15566,hc10_5238,train
573.15574,hc10_4903,train
573.15590,hc10_4913,calibration
573.15595,hc10_12838,train
573.1729,hc10_279,train
573.22566,hc10_827,test
573.23217,hc10_546,test
573.23222,hc10_841,test
573.24285,hc10_3719,test
573.24291,hc10_3725,test
573.24292,hc10_3726,test
573.24305,hc10_587,test
573.24326,hc10_18039,calibration
573.24363,hc10_6161,train
573.24366,hc10_18034,train
573.24415,hc10_13962,calibration
573.24439,hc10_13978,train
573.24449,hc10_14196,train
573.26073,hc10_18131,test
573.26099,hc10_14087,test
573.26107,mlst_MLST.klebsiella.15,test
573.26108,solo_573.26108,test
573.26145,hc10_18142,test
573.26165,hc10_6066,test
573.26175,hc10_18152,test
573.26210,hc10_18377,test
573.26219,hc10_6076,test
573.26248,hc10_6082,test
573.26255,hc10_14248,test
573.26258,hc10_6261,test
573.26267,hc10_6265,test
573.26280,hc10_14250,test
573.31062,hc10_17884,train
573.33392,mlst_MLST.klebsiella.15,train
573.33398,hc10_19216,train
573.33409,hc10_19173,calibration
573.46065,hc10_13300,train
573.46071,hc10_13302,train
573.46073,hc10_13302,train
573.46085,hc10_826,train
573.46110,hc10_13337,train
573.46119,hc10_13302,train
573.46854,hc10_13501,test
573.46874,hc10_13501,test
573.5709,hc10_427,test
573.66178,hc10_1684,train
573.66193,hc10_1684,test
573.66586,hc10_19540,test
573.66592,hc10_19543,test
573.66594,hc10_19545,test
573.66597,hc10_19874,test
573.66600,hc10_19549,test
573.66610,hc10_19539,test
573.66619,hc10_19313,test
573.66622,hc10_19557,test
573.66637,hc10_19889,test
573.66643,hc10_19894,test
573.66650,hc10_19543,test
573.66693,hc10_19591,test
573.66703,hc10_19598,test
573.66705,hc10_19600,test
573.66754,hc10_19950,train
573.66759,hc10_19614,train
573.66760,hc10_19869,train
573.66805,hc10_19636,train
573.66806,hc10_19342,train
573.66832,hc10_19972,calibration
573.66859,hc10_19667,train
573.66904,hc10_19676,train
573.66951,hc10_19695,train
573.67008,hc10_19408,calibration
573.67023,hc10_19717,train
573.67030,hc10_20026,train
573.67037,hc10_19720,train
573.67051,hc10_19430,train
573.67056,hc10_19433,train
573.67063,hc10_19437,train
573.67070,hc10_19441,train
573.67100,hc10_20061,calibration
573.67105,hc10_2311,train
573.67106,hc10_19459,train
573.67155,hc10_19488,train
573.67168,hc10_19497,test
573.13049,hc10_21645,train
573.13065,hc10_5676,train
573.13067,hc10_21617,train
573.13071,hc10_21617,train
573.13080,hc10_5672,train
573.13099,hc10_21945,train
573.13108,hc10_21325,train
573.13109,hc10_1684,train
573.13115,hc10_21357,train
573.13127,hc10_5647,train
573.13128,hc10_5664,train
573.13141,hc10_21372,train
573.13142,hc10_1684,train
573.13151,hc10_21959,train
573.13160,hc10_21647,train
573.13174,hc10_21645,train
573.13180,hc10_1684,train
573.13199,hc10_21400,train
573.13213,hc10_21673,train
573.13291,hc10_22219,train
573.13302,hc10_22279,train
573.13303,hc10_22239,train
573.13307,hc10_22239,train
573.13308,hc10_22231,train
573.13318,hc10_21702,train
573.13336,hc10_21972,calibration
573.13347,hc10_5647,train
573.13354,hc10_21711,train
573.13361,hc10_21938,train
573.13366,hc10_21982,train
573.13389,hc10_21995,train
573.13390,hc10_5707,train
573.13394,hc10_5641,train
573.13412,hc10_21617,train
573.13427,hc10_5722,train
573.13435,hc10_21731,train
573.13441,hc10_21647,train
573.13444,hc10_22239,train
573.13493,hc10_1684,train
573.13500,hc10_1684,train
573.13508,hc10_22323,train
573.13533,hc10_1684,train
573.13534,hc10_22259,train
573.13597,hc10_22219,train
573.13615,hc10_12682,train
573.13625,hc10_12684,train
573.13632,hc10_22028,train
573.13633,hc10_21978,calibration
573.13634,hc10_22239,train
573.13642,hc10_12687,train
573.13643,hc10_17172,train
573.13646,hc10_12672,train
573.13660,hc10_22586,train
573.13666,hc10_21944,train
573.13670,hc10_21938,train
573.13708,hc10_12705,train
573.13754,hc10_22624,train
573.13769,hc10_21753,train
573.13779,hc10_22219,test
573.13787,hc10_21456,train
573.13815,hc10_21429,test
573.13827,hc10_21474,train
573.13829,hc10_5641,test
573.13831,hc10_22229,test
573.13832,hc10_1684,test
573.13841,hc10_22041,test
573.13846,hc10_21938,test
573.13851,hc10_22046,test
573.13887,hc10_12665,test
573.13906,hc10_21944,test
573.13932,hc10_21502,test
573.13933,hc10_21325,test
573.13943,hc10_21440,test
573.13962,hc10_21987,test
573.13982,hc10_1684,train
573.13998,hc10_5641,train
573.14011,hc10_1684,train
573.14022,hc10_5641,train
573.14030,hc10_1684,train
573.14041,hc10_1684,train
573.14056,hc10_21937,calibration
573.14061,hc10_21944,train
573.14069,hc10_1684,train
573.14098,hc10_5641,train
573.14112,hc10_1684,train
573.14118,hc10_21325,train
573.14190,hc10_21339,calibration
573.14191,hc10_21593,calibration
573.14255,hc10_21938,train
573.14290,hc10_1684,train
573.14291,hc10_21647,train
573.14293,hc10_5641,train
573.14295,hc10_21720,train
573.14322,hc10_22219,train
573.14335,hc10_21845,train
573.14362,hc10_21645,train
573.14388,hc10_22222,train
573.14402,hc10_12698,train
573.14419,hc10_12731,train
573.14423,hc10_21637,train
573.14447,hc10_22229,train
573.14464,hc10_22219,train
573.14469,hc10_12809,train
573.14482,hc10_22271,train
573.14494,hc10_21944,train
573.14500,hc10_21937,calibration
573.14501,hc10_1684,train
573.14520,hc10_21944,train
573.14521,hc10_1684,train
573.15519,hc10_12399,train
573.15520,hc10_4876,train
573.15540,hc10_4887,train
573.15610,hc10_12838,train
573.15614,hc10_4915,train
573.22567,hc10_1249,test
573.23199,hc10_534,test
573.23204,hc10_835,test
573.24304,hc10_3720,test
573.24324,hc10_13628,train
573.24332,hc10_1684,train
573.24341,hc10_18319,train
573.24345,hc10_6161,train
573.24351,hc10_18042,train
573.24358,hc10_889,train
573.24367,hc10_6161,train
573.24368,hc10_18034,train
573.24374,hc10_6161,train
573.24398,hc10_13975,train
573.24399,hc10_17505,train
573.24405,hc10_17508,calibration
573.24406,hc10_6161,train
573.24414,hc10_14187,calibration
573.24428,hc10_17512,train
573.24436,hc10_14193,train
573.26082,hc10_18135,test
573.26084,hc10_6048,test
573.26095,hc10_18138,test
573.26103,hc10_18364,test
573.26105,hc10_6247,test
573.26123,mlst_MLST.klebsiella.86,test
573.26139,hc10_6060,test
573.26143,hc10_18141,test
573.26170,hc10_18150,test
573.26227,hc10_6079,test
573.26251,hc10_14247,test
573.26290,hc10_18394,test
573.26297,hc10_6264,test
573.26306,hc10_17568,test
573.26308,hc10_14120,test
573.31076,hc10_19033,train
573.33415,hc10_17943,train
573.34237,hc10_26658,train
573.34248,hc10_26659,train
573.46087,hc10_13322,calibration
573.46099,hc10_13326,train
573.46105,hc10_13332,train
573.46846,hc10_19254,test
573.46847,hc10_19254,test
573.5694,hc10_425,test
573.5698,hc10_5283,test
573.5764,hc10_4971,train
573.5809,hc10_5272,test
573.66175,hc10_1684,train
573.66183,hc10_1684,train
573.66188,hc10_1684,test
573.66591,hc10_19542,test
573.66662,hc10_19574,test
573.66702,hc10_19597,test
573.66704,hc10_19599,test
573.66713,hc10_19923,test
573.66784,hc10_19337,train
573.66807,hc10_19965,train
573.66809,hc10_19620,train
573.66815,hc10_19622,calibration
573.66847,hc10_19660,train
573.66878,hc10_19983,train
573.66905,hc10_19677,train
573.66940,hc10_19687,test
573.66963,hc10_19696,train
573.66988,hc10_19399,train
573.67084,hc10_20051,train
573.67085,hc10_19914,train
573.67098,hc10_20059,train
573.67113,hc10_19463,train
573.67118,hc10_19902,train
573.67151,hc10_19669,calibration
573.67163,hc10_19727,train
573.67174,hc10_19502,test
573.13051,hc10_21617,train
573.13053,hc10_21335,calibration
573.13066,hc10_5647,train
573.13087,hc10_1684,train
573.13111,hc10_1684,train
573.13122,hc10_1684,train
573.13139,hc10_21340,train
573.13162,hc10_5638,train
573.13165,hc10_21962,train
573.13187,hc10_1684,train
573.13191,hc10_21325,train
573.13212,hc10_1684,train
573.13226,hc10_22229,train
573.13252,hc10_21408,train
573.13258,hc10_22254,train
573.13268,hc10_21340,train
573.13280,hc10_21647,train
573.13284,hc10_21692,train
573.13298,hc10_22272,calibration
573.13301,hc10_22278,calibration
573.13312,hc10_21696,train
573.13335,hc10_5698,train
573.13344,hc10_21976,train
573.13357,hc10_21978,calibration
573.13368,hc10_5706,train
573.13393,hc10_1684,train
573.13424,hc10_1684,train
573.13425,hc10_1684,train
573.13464,hc10_12668,train
573.13488,hc10_22259,train
573.13543,hc10_12665,train
573.13564,hc10_12675,calibration
573.13580,hc10_22259,train
573.13602,hc10_1684,train
573.13603,hc10_21938,train
573.13653,hc10_17148,train
573.13676,hc10_17168,calibration
573.13682,hc10_22595,train
573.13705,hc10_22374,train
573.13717,hc10_21429,train
573.13725,hc10_22593,calibration
573.13745,hc10_22621,train
573.13751,hc10_1684,train
573.13759,hc10_5641,train
573.13771,hc10_21754,calibration
573.13783,hc10_1684,test
573.13808,hc10_22595,train
573.13814,hc10_22594,test
573.13819,hc10_1684,test
573.13833,hc10_21924,test
573.13856,hc10_5641,test
573.13858,hc10_21620,test
573.13882,hc10_17199,test
573.13920,hc10_5641,train
573.13951,hc10_17428,test
573.13969,hc10_12720,train
573.13975,hc10_21325,train
573.13991,hc10_21617,train
573.14024,hc10_1684,train
573.14034,hc10_12720,train
573.14093,hc10_1684,train
573.14109,hc10_1684,train
573.14113,hc10_1684,train
573.14132,hc10_1684,train
573.14134,hc10_21562,train
573.14155,hc10_21376,train
573.14160,hc10_21582,train
573.14173,hc10_21587,train
573.14174,hc10_1684,train
573.14197,hc10_21340,train
573.14211,hc10_21939,train
573.14215,hc10_1684,train
573.14224,hc10_22133,train
573.14247,hc10_21944,train
573.14297,hc10_22405,train
573.14307,hc10_21938,train
573.14325,hc10_22219,train
573.14333,hc10_21860,train
573.14360,hc10_21730,train
573.14363,hc10_21702,train
573.14387,hc10_22439,train
573.14409,hc10_17425,train
573.14420,hc10_12795,train
573.14437,hc10_17431,train
573.14443,hc10_17455,train
573.14467,hc10_1684,train
573.14480,hc10_12665,train
573.14537,hc10_22239,train
573.15367,hc10_25465,train
573.15518,hc10_12828,train
573.15524,hc10_4878,train
573.15529,hc10_4880,train
573.15558,hc10_12835,train
573.15592,hc10_12831,train
573.15597,hc10_5242,train
573.15618,hc10_4915,train
573.1720,hc10_12958,calibration
573.1727,hc10_279,train
573.1732,hc10_279,train
573.18476,hc10_26498,train
573.22558,hc10_526,test
573.22559,hc10_527,test
573.23219,hc10_548,test
573.23224,hc10_839,test
573.24245,hc10_3698,test
573.24312,hc10_3743,test
573.24314,hc10_3709,test
573.24373,hc10_13640,calibration
573.24391,hc10_875,train
573.24400,hc10_17506,train
573.24425,hc10_18034,train
573.24451,hc10_6161,train
573.25569,hc10_13987,train
573.26083,hc10_6047,test
573.26088,hc10_6246,test
573.26153,hc10_18374,test
573.26171,hc10_6070,test
573.26174,hc10_18942,test
573.26176,hc10_14094,test
573.26189,hc10_6071,test
573.26196,hc10_14103,test
573.26217,hc10_17550,test
573.26218,hc10_6075,test
573.26239,hc10_14112,test
573.26268,hc10_18387,test
573.26301,hc10_6271,test
573.26302,hc10_18399,test
573.26305,hc10_17554,test
573.26323,hc10_17573,test
573.31082,hc10_18842,train
573.31083,hc10_19035,calibration
573.33394,hc10_19173,calibration
573.33397,hc10_18284,train
573.33399,hc10_19216,train
573.33412,hc10_17943,train
573.33418,hc10_6194,train
573.46068,hc10_13300,train
573.46080,hc10_13302,train
573.46102,hc10_13329,train
573.46118,hc10_13302,train
573.46831,hc10_19254,test
573.46867,hc10_13742,test
573.5678,hc10_5273,train
573.5679,hc10_5274,test
573.5687,hc10_4962,test
573.5700,hc10_5284,test
573.5712,hc10_430,test
573.66172,hc10_19860,train
573.66194,hc10_19297,test
573.66567,hc10_19303,train
573.66573,hc10_19306,train
573.66624,hc10_19317,test
573.66653,hc10_19899,test
573.66689,hc10_19587,test
573.66690,hc10_19588,test
573.66699,hc10_19596,test
573.66725,hc10_19931,test
573.66746,hc10_19947,test
573.66764,hc10_19615,train
573.66765,hc10_19953,calibration
573.66768,hc10_19617,train
573.66776,hc10_19957,train
573.66813,hc10_19639,train
573.66817,hc10_19344,train
573.66820,hc10_19969,train
573.66829,hc10_19650,train
573.66896,hc10_19356,train
573.66910,hc10_19992,train
573.66923,hc10_19681,calibration
573.66925,hc10_19682,train
573.66929,hc10_20001,train
573.66932,hc10_19684,test
573.66953,hc10_19386,train
573.66955,hc10_20009,train
573.66965,hc10_19392,train
573.66983,hc10_19398,train
573.66991,hc10_19401,calibration
573.66994,hc10_19710,train
573.67003,hc10_19406,train
573.67020,hc10_19418,train
573.67033,hc10_19914,train
573.67034,hc10_20029,train
573.67065,hc10_19439,train
573.67068,hc10_20043,calibration
573.67108,hc10_20063,train
573.67119,hc10_20068,train
573.67176,hc10_19680,test
573.67177,hc10_19356,test
573.13033,hc10_1684,train
573.13040,hc10_21642,calibration
573.13045,hc10_21331,train
573.13075,hc10_1684,train
573.13134,hc10_21955,train
573.13185,hc10_1684,train
573.13236,hc10_22239,train
573.13242,hc10_21681,train
573.13248,hc10_22219,train
573.13253,hc10_21409,train
573.13273,hc10_22260,train
573.13309,hc10_22286,train
573.13319,hc10_21702,train
573.13328,hc10_1684,train
573.13338,hc10_22219,train
573.13346,hc10_5699,train
573.13379,hc10_21987,calibration
573.13382,hc10_1684,train
573.13397,hc10_5705,train
573.13447,hc10_22219,train
573.13448,hc10_5647,train
573.13468,hc10_21938,train
573.13470,hc10_22232,train
573.13504,hc10_21701,train
573.13507,hc10_22286,train
573.13514,hc10_5744,calibration
573.13518,hc10_5647,train
573.13519,hc10_1684,train
573.13528,hc10_17154,train
573.13540,hc10_12664,train
573.13558,hc10_1684,train
573.13588,hc10_22345,calibration
573.13607,hc10_22219,train
573.13620,hc10_22219,train
573.13673,hc10_12696,calibration
573.13683,hc10_1684,train
573.13711,hc10_22375,train
573.13718,hc10_1684,train
573.13723,hc10_21435,train
573.13733,hc10_21438,train
573.13741,hc10_5641,train
573.13749,hc10_21325,train
573.13773,hc10_21325,train
573.13794,hc10_21758,train
573.13796,hc10_22391,test
573.13799,hc10_21760,train
573.13823,hc10_21339,calibration
573.13840,hc10_22239,train
573.13849,hc10_21617,train
573.13870,hc10_21485,test
573.13877,hc10_17196,test
573.13924,hc10_17206,test
573.14026,hc10_12698,train
573.14047,hc10_12766,train
573.14067,hc10_1684,train
573.14092,hc10_1684,train
573.14110,hc10_1684,train
573.14166,hc10_21944,train
573.14167,hc10_21944,train
573.14181,hc10_21617,train
573.14198,hc10_21600,train
573.14203,hc10_21339,calibration
573.14209,hc10_1684,train
573.14217,hc10_1684,train
573.14218,hc10_22133,train
573.14221,hc10_22080,train
573.14270,hc10_21701,train
573.14276,hc10_21834,train
573.14280,hc10_21938,train
573.14305,hc10_22173,train
573.14310,hc10_22219,train
573.14319,hc10_21647,train
573.14348,hc10_22414,train
573.14355,hc10_1684,train
573.14357,hc10_12672,train
573.14367,hc10_17431,train
573.14413,hc10_21647,train
573.14445,hc10_17440,train
573.14449,hc10_12669,train
573.14451,hc10_22239,train
573.14452,hc10_12672,train
573.14465,hc10_12665,train
573.14491,hc10_21946,train
573.14497,hc10_1684,train
573.14499,hc10_22183,calibration
573.14528,hc10_1684,train
573.15377,hc10_25463,train
573.15548,hc10_4890,train
573.15579,hc10_4905,train
573.15581,hc10_12839,train
573.15582,hc10_4908,train
573.15588,hc10_4911,train
573.15591,hc10_4911,train
573.15611,hc10_5246,train
573.1731,hc10_279,train
573.23221,hc10_841,test
573.24286,hc10_3720,test
573.24298,hc10_3705,test
573.24302,hc10_3735,test
573.24375,hc10_17504,train
573.24386,hc10_13642,train
573.24393,hc10_18034,train
573.24402,hc10_14183,train
573.24413,hc10_13647,calibration
573.24421,hc10_2952,calibration
573.24450,hc10_6161,train
573.26080,hc10_6244,test
573.26087,hc10_18360,test
573.26119,hc10_18366,test
573.26142,hc10_6255,test
573.26159,hc10_14089,test
573.26160,hc10_6064,test
573.26181,hc10_6259,test
573.26202,hc10_6072,test
573.26259,hc10_6262,test
573.26272,hc10_14117,test
573.26321,hc10_6275,test
573.31065,hc10_17885,train
573.31069,hc10_18836,train
573.31073,hc10_18839,train
573.33406,hc10_18284,train
573.33407,hc10_19173,calibration
573.34234,hc10_26657,train
573.34283,hc10_26669,calibration
573.46077,hc10_13313,calibration
573.46079,hc10_13302,train
573.46093,hc10_13000,train
573.46107,hc10_13334,train
573.46836,hc10_19254,test
573.46842,hc10_13501,test
573.5661,hc10_5268,train
573.5672,hc10_5271,test
573.5676,hc10_423,test
573.5705,hc10_5287,test
573.5765,hc10_5264,train
573.5778,hc10_5293,train
573.5779,hc10_3839,calibration
573.65896,hc10_19293,test
573.66196,hc10_19527,train
573.66207,hc10_19534,train
573.66566,hc10_19868,train
573.66569,hc10_19536,calibration
573.66615,hc10_19554,test
573.66655,hc10_19900,test
573.66663,hc10_19575,test
573.66669,hc10_19578,test
573.66673,hc10_19580,test
573.66680,hc10_19585,test
573.66685,hc10_19913,test
573.66694,hc10_19573,test
573.66701,hc10_19918,test
573.66706,hc10_19601,test
573.66718,hc10_19925,test
573.66736,hc10_19939,train
573.66740,hc10_19943,test
573.66741,hc10_19944,test
573.66742,hc10_19606,test
573.66753,hc10_19872,train
573.66758,hc10_19613,train
573.66786,hc10_19626,train
573.66819,hc10_19643,train
573.66824,hc10_19345,train
573.66834,hc10_19652,train
573.66841,hc10_19976,train
573.66845,hc10_19659,calibration
573.66858,hc10_19979,train
573.66864,hc10_19350,train
573.66865,hc10_19353,calibration
573.66871,hc10_19980,train
573.66885,hc10_19365,train
573.66888,hc10_19368,train
573.66912,hc10_19994,train
573.66926,hc10_19683,train
573.66984,hc10_19635,train
573.66985,hc10_19880,train
573.66987,hc10_19707,train
573.66990,hc10_19708,train
573.67052,hc10_20037,calibration
573.67055,hc10_20038,calibration
573.67061,hc10_19436,train
573.67071,hc10_19442,train
573.67078,hc10_20049,train
573.67081,hc10_20050,train
573.67103,hc10_19456,train
573.67132,hc10_19356,train
573.67138,hc10_20076,train
573.67153,hc10_19473,train
573.13039,hc10_21325,train
573.13048,hc10_1684,train
573.13070,hc10_5647,train
573.13076,hc10_5641,train
573.13086,hc10_21939,train
573.13148,hc10_1684,train
573.13168,hc10_21386,train
573.13181,hc10_1684,train
573.13193,hc10_21938,train
573.13195,hc10_1684,train
573.13223,hc10_21647,train
573.13228,hc10_22239,train
573.13244,hc10_21652,train
573.13276,hc10_1684,train
573.13329,hc10_22259,train
573.13377,hc10_1684,train
573.13400,hc10_5641,train
573.13446,hc10_22219,train
573.13461,hc10_21617,train
573.13482,hc10_1684,train
573.13483,hc10_1684,train
573.13491,hc10_21938,train
573.13497,hc10_5738,train
573.13517,hc10_1684,train
573.13521,hc10_5744,calibration
573.13542,hc10_17157,train
573.13550,hc10_12665,train
573.13575,hc10_12676,train
573.13576,hc10_12677,train
573.13583,hc10_17172,train
573.13614,hc10_22362,calibration
573.13644,hc10_1684,train
573.13686,hc10_22598,train
573.13700,hc10_22608,train
573.13715,hc10_21335,calibration
573.13772,hc10_21339,calibration
573.13784,hc10_21617,train
573.13804,hc10_22229,test
573.13844,hc10_22043,test
573.13893,hc10_5641,train
573.13925,hc10_17207,test
573.13930,hc10_21340,test
573.13937,hc10_21325,test
573.13948,hc10_17425,test
573.13966,hc10_12696,calibration
573.13987,hc10_21771,train
573.13999,hc10_12750,train
573.14012,hc10_5641,train
573.14032,hc10_21545,train
573.14037,hc10_12700,train
573.14052,hc10_21938,train
573.14062,hc10_21959,train
573.14065,hc10_12675,calibration
573.14085,hc10_12675,calibration
573.14142,hc10_21570,train
573.14162,hc10_1684,train
573.14168,hc10_21944,train
573.14179,hc10_21701,train
573.14193,hc10_5641,train
573.14263,hc10_21617,train
573.14265,hc10_22164,calibration
573.14266,hc10_21938,train
573.14267,hc10_22033,calibration
573.14288,hc10_22222,train
573.14294,hc10_21845,train
573.14300,hc10_21732,train
573.14408,hc10_17440,train
573.14417,hc10_12669,train
573.14422,hc10_12797,train
573.14428,hc10_17443,train
573.14487,hc10_1684,train
573.14488,hc10_22219,train
573.14496,hc10_21643,train
573.14516,hc10_22239,train
573.14525,hc10_21944,train
573.15370,hc10_25461,train
573.15375,hc10_26476,train
573.15511,hc10_4873,train
573.15515,hc10_12398,train
573.15531,hc10_4881,calibration
573.15572,hc10_4901,train
573.15589,hc10_4912,train
